Country/Region,Province/State,LastUpdate,Confirmed,Deaths,Recovered,Latitude,Longitude
Mainland China,Hubei,2020-03-01T10:13:19,66907,2761,31536,30.9756,112.2707
South Korea,South Korea,2020-03-01T23:43:03,3736,17,30,36.0000,128.0000
Italy,Italy,2020-03-01T23:23:02,1694,34,83,43.0000,12.0000
Mainland China,Guangdong,2020-03-01T14:13:18,1349,7,1016,23.3417,113.4244
Mainland China,Henan,2020-03-01T14:13:18,1272,22,1198,33.8820,113.6140
Mainland China,Zhejiang,2020-03-01T10:13:33,1205,1,1046,29.1832,120.0934
Mainland China,Hunan,2020-03-01T10:03:03,1018,4,866,27.6104,111.7088
Mainland China,Anhui,2020-03-01T10:03:03,990,6,873,31.8257,117.2264
Iran,Iran,2020-03-01T15:33:03,978,54,175,32.0000,53.0000
Mainland China,Jiangxi,2020-03-01T01:13:10,935,1,831,27.6140,115.7221
Mainland China,Shandong,2020-03-01T11:33:03,758,6,443,36.3427,118.1498
Others,Diamond Princess cruise ship,2020-02-29T01:43:02,705,6,10,35.4437,139.6380
Mainland China,Jiangsu,2020-03-01T10:03:03,631,0,536,32.9711,119.4550
Mainland China,Chongqing,2020-03-01T23:13:08,576,6,450,30.0572,107.8740
Mainland China,Sichuan,2020-03-01T11:43:02,538,3,365,30.6171,102.7103
Mainland China,Heilongjiang,2020-03-01T11:33:03,480,13,342,47.8620,127.7615
Mainland China,Beijing,2020-03-01T02:53:03,413,8,276,40.1824,116.4142
Mainland China,Shanghai,2020-03-01T07:13:07,337,3,290,31.2020,121.4491
Mainland China,Hebei,2020-03-01T14:13:18,318,6,294,38.0428,114.5149
Mainland China,Fujian,2020-03-01T09:43:03,296,1,247,26.0789,117.9874
Japan,Japan,2020-03-01T23:33:03,256,6,32,36.0000,138.0000
Mainland China,Guangxi,2020-03-01T09:43:03,252,2,181,23.8298,108.7881
Mainland China,Shaanxi,2020-03-01T09:43:03,245,1,208,35.1917,108.8701
Mainland China,Yunnan,2020-03-01T07:13:07,174,2,163,24.9740,101.4870
Mainland China,Hainan,2020-03-01T10:13:38,168,5,149,19.1959,109.7453
Mainland China,Guizhou,2020-02-27T00:43:02,146,2,112,26.8154,106.8748
Mainland China,Tianjin,2020-03-01T12:43:02,136,3,111,39.3054,117.3230
Mainland China,Shanxi,2020-03-01T23:13:08,133,0,116,37.5777,112.2922
France,France,2020-03-01T20:43:02,130,2,12,47.0000,2.0000
Germany,Germany,2020-03-01T23:23:02,130,0,16,51.0000,9.0000
Mainland China,Liaoning,2020-03-01T12:23:06,122,1,103,41.2956,122.6085
Singapore,Singapore,2020-03-01T23:23:02,106,0,72,1.2833,103.8333
Hong Kong,Hong Kong,2020-03-01T14:33:16,96,2,36,22.3000,114.2000
Mainland China,Jilin,2020-03-01T09:43:03,93,1,78,43.6661,126.1923
Mainland China,Gansu,2020-03-01T14:33:17,91,2,84,36.0611,103.8343
Spain,Spain,2020-03-01T23:33:03,84,0,2,40.0000,-4.0000
Mainland China,Xinjiang,2020-03-01T10:03:03,76,3,64,41.1129,85.2401
Mainland China,Inner Mongolia,2020-03-01T10:03:03,75,0,52,44.0935,113.9448
Mainland China,Ningxia,2020-02-29T05:53:02,73,0,69,37.2692,106.1655
Bahrain,Bahrain,2020-03-01T23:33:03,47,0,0,26.0275,50.5500
Kuwait,Kuwait,2020-02-28T16:23:03,45,0,0,29.5000,47.7500
US,Unassigned Location (From Diamond Princess),2020-02-28T20:03:03,44,0,0,35.4437,139.6380
Thailand,Thailand,2020-03-01T07:13:07,42,1,28,15.0000,101.0000
Taiwan,Taiwan,2020-03-01T07:43:01,40,1,9,23.7000,121.0000
UK,UK,2020-03-01T23:23:02,36,0,8,55.0000,-3.0000
Malaysia,Malaysia,2020-03-01T12:53:02,29,0,18,2.5000,112.5000
Switzerland,Switzerland,2020-03-01T23:23:02,27,0,0,46.8182,8.2275
United Arab Emirates,United Arab Emirates,2020-02-29T12:33:03,21,0,5,24.0000,54.0000
Iraq,Iraq,2020-03-01T16:43:02,19,0,0,33.0000,44.0000
Norway,Norway,2020-03-01T20:43:02,19,0,0,60.4720,8.4689
Mainland China,Qinghai,2020-02-21T04:43:02,18,0,18,35.7452,95.9956
Vietnam,Vietnam,2020-02-25T08:53:02,16,0,16,16.0000,108.0000
Austria,Austria,2020-03-01T23:33:03,14,0,0,47.5162,14.5501
Canada,"Toronto, ON",2020-03-01T23:33:03,14,0,2,43.6532,-79.3832
Sweden,Sweden,2020-03-01T23:23:02,14,0,0,63.0000,16.0000
Israel,Israel,2020-03-01T23:23:02,10,0,1,31.0000,35.0000
Lebanon,Lebanon,2020-03-01T15:33:03,10,0,0,33.8547,35.8623
Macau,Macau,2020-02-27T12:43:02,10,0,8,22.1667,113.5500
Netherlands,Netherlands,2020-03-01T15:33:03,10,0,0,52.1326,5.2913
Australia,Queensland,2020-02-29T02:03:10,9,0,1,-28.0167,153.4000
US,"Seattle, WA",2020-03-01T21:13:12,9,1,1,47.6062,-122.3321
Canada,British Columbia,2020-02-29T23:23:13,8,0,3,49.2827,-123.1207
Australia,Victoria,2020-02-29T02:03:10,7,0,4,-37.8136,144.9631
Croatia,Croatia,2020-03-01T23:33:03,7,0,0,45.1000,15.2000
Greece,Greece,2020-03-01T23:23:02,7,0,0,39.0742,21.8243
Australia,New South Wales,2020-03-01T23:33:03,6,0,4,-33.8688,151.2093
Ecuador,Ecuador,2020-03-01T23:33:03,6,0,0,-1.8312,-78.1834
Finland,Finland,2020-03-01T23:23:02,6,0,1,64.0000,26.0000
Oman,Oman,2020-02-29T12:33:03,6,0,1,21.0000,57.0000
Mexico,Mexico,2020-03-01T23:33:03,5,0,0,23.0000,-102.0000
Denmark,Denmark,2020-03-01T23:33:03,4,0,0,56.2639,9.5018
Pakistan,Pakistan,2020-02-29T18:03:05,4,0,0,30.3753,69.3451
Australia,South Australia,2020-02-29T02:03:10,3,0,2,-34.9285,138.6007
Azerbaijan,Azerbaijan,2020-03-01T02:43:03,3,0,0,40.1431,47.5769
Czech Republic,Czech Republic,2020-03-01T15:53:06,3,0,0,49.8175,15.4730
Georgia,Georgia,2020-03-01T15:43:03,3,0,0,42.3154,43.3569
Iceland,Iceland,2020-03-01T23:33:03,3,0,0,64.9631,-19.0208
India,India,2020-02-16T07:43:02,3,0,3,21.0000,78.0000
Philippines,Philippines,2020-02-12T07:43:02,3,1,1,13.0000,122.0000
Qatar,Qatar,2020-03-01T23:33:03,3,0,0,25.3548,51.1839
Romania,Romania,2020-02-28T15:33:03,3,0,0,45.9432,24.9668
US,"Chicago, IL",2020-03-01T03:53:02,3,0,2,41.8781,-87.6298
US,"Santa Clara, CA",2020-02-29T01:33:03,3,0,1,37.3541,-121.9552
Australia,Western Australia,2020-03-01T02:43:03,2,1,0,-31.9505,115.8605
Belgium,Belgium,2020-03-01T12:43:02,2,0,1,50.8333,4.0000
Brazil,Brazil,2020-02-29T21:03:05,2,0,0,-14.2350,-51.9253
Egypt,Egypt,2020-03-01T23:33:03,2,0,1,26.0000,30.0000
Russia,Russia,2020-02-12T14:43:03,2,0,2,60.0000,90.0000
US,"Sacramento County, CA",2020-02-27T20:33:02,2,0,0,38.4747,-121.3542
US,"San Benito, CA",2020-02-03T03:53:02,2,0,0,36.5761,-120.9876
US,"San Diego County, CA",2020-02-21T05:43:02,2,0,1,32.7157,-117.1611
US,"Snohomish County, WA",2020-03-01T20:23:06,2,0,0,48.0330,-121.8339
Afghanistan,Afghanistan,2020-02-24T23:33:02,1,0,0,33.0000,65.0000
Algeria,Algeria,2020-02-25T23:43:03,1,0,0,28.0339,1.6596
Armenia,Armenia,2020-03-01T19:53:02,1,0,0,40.0691,45.0382
Belarus,Belarus,2020-02-28T16:23:03,1,0,0,53.7098,27.9534
